X,Y,OBJECTID,COUNTY,LATITUDE,LONGITUDE,STATION,RAIL_LINE,MUN_LABEL,ATIS_ID,AMTRAK
594502.5871,775325.9716,114,BERGEN,40.96133088,-74.12929161,Glen Rock-Boro Hall,Main/Bergen Line,Glen Rock Borough,RAIL0051,N
596658.778,767534.7644,115,BERGEN,40.93991977,-74.12160633,Radburn,Main/Bergen Line,Fair Lawn Borough,RAIL0126,N
598447.7961,761200.0999,116,BERGEN,40.92251054,-74.11523143,Broadway,Main/Bergen Line,Fair Lawn Borough,RAIL0025,N
601976.9111,747528.0816,117,BERGEN,40.88493927,-74.10268496,Plauderville,Main/Bergen Line,Garfield City,RAIL0121,N
601212.0671,740868.781,118,BERGEN,40.86666974,-74.10555971,Garfield,Main/Bergen Line,Garfield City,RAIL0046,N
602653.2293,726896.032,119,BERGEN,40.82829802,-74.10057919,Rutherford,Main/Bergen Line,Rutherford Borough,RAIL0134,N
617772.635,830319.1532,120,"ROCKLAND, NY",41.11197383,-74.04399276,Spring Valley,Pascack Valley Line,"Ramapo Town, NY",RAIL0142,N
625885.2238,822357.6229,121,"ROCKLAND, NY",41.09000116,-74.01471197,Nanuet,Pascack Valley Line,"Clarkstown Town, NY",RAIL0100,N
623853.904,810756.6307,122,"ROCKLAND, NY",41.05819,-74.022312,Pearl River,Pascack Valley Line,"Orangetown, NY",RAIL0118,N
622002.8415,804440.6915,123,BERGEN,41.04088179,-74.02914789,Montvale,Pascack Valley Line,Montvale Borough,RAIL0090,N
620085.4733,801308.642,124,BERGEN,41.03231317,-74.03615914,Park Ridge,Pascack Valley Line,Park Ridge Borough,RAIL0114,N
618799.9768,790406.1681,125,BERGEN,41.00240676,-74.04102653,Hillsdale,Pascack Valley Line,Hillsdale Borough,RAIL0062,N
621114.9715,786212.4777,126,BERGEN,40.99086221,-74.03272031,Westwood,Pascack Valley Line,Westwood Borough,RAIL0156,N
622598.0637,780470.8304,127,BERGEN,40.97508059,-74.02746033,Emerson,Pascack Valley Line,Emerson Borough,RAIL0042,N
621944.8085,772596.4947,128,BERGEN,40.95347665,-74.02997955,Oradell,Pascack Valley Line,Oradell Borough,RAIL0111,N
622213.0661,765920.0297,129,BERGEN,40.93514694,-74.02913852,River Edge,Pascack Valley Line,River Edge Borough,RAIL0132,N
620626.9991,757057.3559,130,BERGEN,40.91084363,-74.03504972,New Bridge Landing,Pascack Valley Line,River Edge Borough,RAIL0110,N
618246.0924,751074.9403,131,BERGEN,40.89445719,-74.04377699,Anderson Street-Hackensack,Pascack Valley Line,Hackensack City,RAIL0005,N
616033.9643,745430.7462,132,BERGEN,40.87899603,-74.0518833,Essex Street-Hackensack,Pascack Valley Line,Hackensack City,RAIL0043,N
613081.2845,740276.1217,133,BERGEN,40.86488822,-74.06265447,Teterboro-Williams Ave,Pascack Valley Line,Hasbrouck Heights Borough,RAIL0146,N
608654.194,732596.6561,134,BERGEN,40.84386853,-74.07879475,Wood-Ridge,Pascack Valley Line,Wood-Ridge Borough,RAIL0160,N
539535.5681,632074.76,135,MIDDLESEX,40.56857549,-74.32933426,Metropark,Northeast Corridor,Woodbridge Township,RAIL0083,Y
530917.1903,621931.3636,136,MIDDLESEX,40.54077254,-74.36041592,Metuchen,Northeast Corridor,Metuchen Borough,RAIL0084,N
516874.8782,614036.1098,137,MIDDLESEX,40.51914917,-74.41097231,Edison,Northeast Corridor,Edison Township,RAIL0038,N
507238.4821,606076.5108,138,MIDDLESEX,40.49732057,-74.44565297,New Brunswick,Northeast Corridor,New Brunswick City,RAIL0103,Y
501213.2287,598636.0559,139,MIDDLESEX,40.47690365,-74.46732927,Jersey Avenue,Northeast Corridor,New Brunswick City,RAIL0065,N
457618.4891,540160.4045,140,MERCER,40.31631585,-74.62375104,Princeton Jct.,Northeast Corridor,West Windsor Township,RAIL0125,Y
447867.5346,549580.2882,141,MERCER,40.34213264,-74.65878146,Princeton,Northeast Corridor,Princeton,RAIL0124,N
421220.8854,504612.2594,142,MERCER,40.21851526,-74.75391804,Trenton,Northeast Corridor,Trenton City,RAIL0148,Y
435157.1594,517978.6447,143,MERCER,40.25530791,-74.70412069,Hamilton,Northeast Corridor,Hamilton Township,RAIL0163,N
618622.8505,469173.8457,144,MONMOUTH,40.12062168,-74.04764353,Manasquan,North Jersey Coast Line,Manasquan Borough,RAIL0079,N
598057.0472,720243.9223,145,BERGEN,40.81009483,-74.11729322,Kingsland,Main/Bergen Line,Lyndhurst Township,RAIL0066,N
556922.7653,668008.5139,146,UNION,40.66710612,-74.26640196,Roselle Park,Raritan Valley Line,Roselle Park Borough,RAIL0031,N
601282.3367,948688.116,147,"ORANGE, NY",41.43708193,-74.10186961,Salisbury Mills-Cornwall,Port Jervis Line,"Corwall Town, NY",RAIL0135,N
556159.6963,953605.4447,148,"ORANGE, NY",41.45103013,-74.26639559,Campbell Hall,Port Jervis Line,"Hamptonburgh Town, NY",RAIL0026,N
527658.7401,955844.3277,149,"ORANGE, NY",41.45733927,-74.37035708,Middletown,Port Jervis Line,"Wallkill Town, NY",RAIL0086,N
484116.5116,961073.6922,150,"ORANGE, NY",41.47176149,-74.52922501,Otisville,Port Jervis Line,"Mount Hope Town, NY",RAIL0113,N
438579.121,925737.5841,151,"ORANGE, NY",41.37461312,-74.69511148,Port Jervis,Port Jervis Line,"Port Jervis City, NY",RAIL0123,N
577188.6775,846600.9166,152,"ROCKLAND, NY",41.15715264,-74.19107015,Sloatsburg,Port Jervis Line,"Ramapo Town, NY",RAIL0137,N
578782.3016,860100.4765,153,"ORANGE, NY",41.19419013,-74.18510519,Tuxedo,Port Jervis Line,"Tuxedo Town, NY",RAIL0149,N
591039.7564,896284.8605,154,"ORANGE, NY",41.29337582,-74.14002029,Harriman,Port Jervis Line,"Woodbury Town, NY",RAIL0057,N
387091.5006,660158.777,155,HUNTERDON,40.64517406,-74.87852493,Annandale,Raritan Valley Line,Clinton Township,RAIL0006,N
589862.2292,816737.3868,156,BERGEN,41.07505105,-74.14548507,Rte 17 Ramsey,Main/Bergen Line,Ramsey Borough,RAIL0170,N
564663.3889,674100.7032,157,UNION,40.68376947,-74.23843167,Union,Raritan Valley Line,Union Township,RAIL0166,N
575799.0766,741902.1496,158,ESSEX,40.86978387,-74.19743445,Montclair St Univ,Montclair-Boonton Line/M&E,Little Falls Township,RAIL0165,N
609623.4125,702480.9345,159,HUDSON,40.76119069,-74.07581813,Secaucus Junction Upper Level,NEC / NJCL / M&E / Main/Bergen,Secaucus,RAIL0168,N
618834.399,797208.7106,160,BERGEN,41.02107788,-74.04077218,Woodcliff Lake,Pascack Valley Line,Woodcliff Lake Borough,RAIL0159,N
622909.8839,692950.8118,161,HUDSON,40.734845,-74.028039,Hoboken Terminal,Morris & Essex Line,Hoboken City,RAIL0063,N
559302.5824,752955.1485,162,PASSAIC,40.90026454,-74.25697425,Wayne Route 23 Transit Center,Montclair-Boonton Line/M&E,Wayne Township,RAIL0172,N
455433.0112,751550.9427,163,MORRIS,40.89658975,-74.63273189,Mt Arlington,Montclair-Boonton Line/M&E,Mount Arlington Borough,RAIL0171,N
610575.1097,721367.7898,164,BERGEN,40.81302087,-74.07204981,Meadowlands Rail Station,Meadowlands Rail Line,East Rutherford Borough,RAIL0174,N
334695.835,417313.8588,165,CAMDEN,39.97777011,-75.06179235,Pennsauken Transit Center,Atlantic City Line,Pennsauken Township,RAIL0183,N
609623.4125,702480.9345,166,HUDSON,40.76119069,-74.07581813,Secaucus Junction Lower Level,NEC / NJCL / M&E / Main&Bergen,Secaucus Town,RAIL0167,N
621076.3361,690066.2382,167,HUDSON,40.72695391,-74.03471064,Pavonia/Newport,PATH,Jersey City,PATH01,N
622692.9343,693169.6559,168,HUDSON,40.73544891,-74.02881764,Hoboken,PATH,Hoboken City,PATH02,N
633913.9118,698216.6035,169,"NEW YORK CITY, NY",40.74912991,-73.98821964,33rd St.,PATH,"New York City, NY",PATH03,N
632658.1515,695936.0126,170,"NEW YORK CITY, NY",40.74288991,-73.99279964,23rd St.,PATH,"New York City, NY",PATH04,N
631553.0556,693918.6583,171,"NEW YORK CITY, NY",40.73736991,-73.99682964,14th St.,PATH,"New York City, NY",PATH05,N
630930.7167,692793.0244,172,"NEW YORK CITY, NY",40.73428991,-73.99909864,9th St.,PATH,"New York City, NY",PATH06,N
628766.2725,692272.1964,173,"NEW YORK CITY, NY",40.73289391,-74.00691964,Christopher St.,PATH,"New York City, NY",PATH07,N
627365.0985,684393.4815,174,"NEW YORK CITY, NY",40.71128891,-74.01213364,World Trade Center,PATH,"New York City, NY",PATH08,N
621453.1664,686432.4495,175,HUDSON,40.71697391,-74.03342064,Exchange Place,PATH,Jersey City,PATH09,N
618845.4272,687321.4884,176,HUDSON,40.71945191,-74.04281164,Grove St.,PATH,Jersey City,PATH10,N
613237.6595,691855.8777,177,HUDSON,40.73197691,-74.06296164,Journal Square,PATH,Jersey City,PATH11,N
587473.5316,694383.9327,178,HUDSON,40.73923091,-74.15589464,Harrison,PATH,Harrison Town,PATH12,N
585134.0471,692490.3387,179,ESSEX,40.73405791,-74.16436364,Newark Penn Station,PATH,Newark City,PATH13,N
601002.7791,669888.1716,180,HUDSON,40.67183492,-74.10746466,E. 34th St.,Hudson-Bergen Light Rail,Bayonne City,30844,N
602606.5,672394.4957,181,HUDSON,40.67869493,-74.10164197,E. 45th St.,Hudson-Bergen Light Rail,Bayonne City,30843,N
606569.4842,677391.6061,182,HUDSON,40.69236168,-74.08726856,Danforth Ave.,Hudson-Bergen Light Rail,Jersey City,30842,N
608951.1405,679875.042,183,HUDSON,40.6991476,-74.07863665,Richard St.,Hudson-Bergen Light Rail,Jersey City,30841,N
606444.0586,685477.2162,184,HUDSON,40.714558,-74.087584,West Side Ave.,Hudson-Bergen Light Rail,Jersey City,30840,N
609289.5854,684594.8436,185,HUDSON,40.71209879,-74.0773341,Martin Luther King Dr.,Hudson-Bergen Light Rail,Jersey City,30839,N
611021.2801,684048.5764,186,HUDSON,40.71057627,-74.07109687,Garfield Ave.,Hudson-Bergen Light Rail,Jersey City,30838,N
615258.5069,683996.3074,187,HUDSON,40.710375,-74.055813,Liberty State Park,Hudson-Bergen Light Rail,Jersey City,30837,N
617281.721,685685.0524,188,HUDSON,40.7149822,-74.04848344,Jersey Ave.,Hudson-Bergen Light Rail,Jersey City,30836,N
618734.2581,685493.579,189,HUDSON,40.714436,-74.043247,Marin Blvd.,Hudson-Bergen Light Rail,Jersey City,30835,N
620725.0927,684922.9434,190,HUDSON,40.712841,-74.036076,Essex St.,Hudson-Bergen Light Rail,Jersey City,30834,N
621269.2596,686083.3548,191,HUDSON,40.71601835,-74.03409078,Exchange Pl.,Hudson-Bergen Light Rail,Jersey City,30833,N
621258.4607,687136.6906,192,HUDSON,40.71890985,-74.03410958,Harborside,Hudson-Bergen Light Rail,Jersey City,30832,N
620370.6912,688504.9999,193,HUDSON,40.72267865,-74.03728639,Harismus Cove,Hudson-Bergen Light Rail,Jersey City,30831,N
620654.6066,690014.8813,194,HUDSON,40.72681907,-74.03623328,Newport,Hudson-Bergen Light Rail,Jersey City,30830,N
622589.4046,692659.6516,195,HUDSON,40.73405051,-74.0292011,Hoboken Terminal,Hudson-Bergen Light Rail,Hoboken City,30829,N
